Year, Month, Monthly_MSL, Unverified, Linear_Trend, High_Conf., Low_Conf.
1980,3,-0.009,,-0.025,-0.008,-0.043,
1980,4,-0.034,,-0.025,-0.008,-0.043,
1980,5,-0.015,,-0.025,-0.008,-0.043,
1980,6,-0.030,,-0.025,-0.008,-0.042,
1980,7,-0.060,,-0.025,-0.008,-0.042,
1980,8,-0.014,,-0.025,-0.008,-0.042,
1980,9,-0.049,,-0.025,-0.008,-0.042,
1980,10,-0.064,,-0.025,-0.007,-0.042,
1980,11,-0.084,,-0.024,-0.007,-0.041,
1980,12,-0.015,,-0.024,-0.007,-0.041,
1981,1,0.009,,-0.024,-0.007,-0.041,
1981,2,-0.051,,-0.024,-0.007,-0.041,
1981,3,0.003,,-0.024,-0.007,-0.041,
1981,4,-0.040,,-0.024,-0.007,-0.040,
1981,5,-0.025,,-0.024,-0.007,-0.040,
1981,6,-0.051,,-0.023,-0.007,-0.040,
1981,7,-0.011,,-0.023,-0.007,-0.040,
1981,8,-0.069,,-0.023,-0.007,-0.040,
1981,9,-0.058,,-0.023,-0.007,-0.040,
1981,10,-0.051,,-0.023,-0.007,-0.039,
1981,11,-0.029,,-0.023,-0.006,-0.039,
1981,12,-0.061,,-0.023,-0.006,-0.039,
1982,1,-0.080,,-0.023,-0.006,-0.039,
1982,2,-0.057,,-0.022,-0.006,-0.039,
1982,3,0.031,,-0.022,-0.006,-0.038,
1982,4,0.021,,-0.022,-0.006,-0.038,
1982,5,0.024,,-0.022,-0.006,-0.038,
1982,6,0.013,,-0.022,-0.006,-0.038,
1982,7,-0.032,,-0.022,-0.006,-0.038,
1982,8,-0.017,,-0.022,-0.006,-0.038,
1982,9,0.062,,-0.022,-0.006,-0.037,
1982,10,0.046,,-0.021,-0.006,-0.037,
1982,11,0.187,,-0.021,-0.005,-0.037,
1982,12,0.095,,-0.021,-0.005,-0.037,
1983,1,0.186,,-0.021,-0.005,-0.037,
1983,2,0.138,,-0.021,-0.005,-0.036,
1983,3,0.104,,-0.021,-0.005,-0.036,
1983,4,0.118,,-0.021,-0.005,-0.036,
1983,5,0.067,,-0.020,-0.005,-0.036,
1983,6,0.083,,-0.020,-0.005,-0.036,
1983,7,0.074,,-0.020,-0.005,-0.036,
1983,8,0.105,,-0.020,-0.005,-0.035,
1983,9,0.132,,-0.020,-0.005,-0.035,
1983,10,0.077,,-0.020,-0.005,-0.035,
1983,11,0.053,,-0.020,-0.005,-0.035,
1983,12,0.009,,-0.020,-0.004,-0.035,
1984,1,-0.016,,-0.019,-0.004,-0.034,
1984,2,-0.051,,-0.019,-0.004,-0.034,
1984,3,-0.030,,-0.019,-0.004,-0.034,
1984,4,-0.040,,-0.019,-0.004,-0.034,
1984,5,-0.012,,-0.019,-0.004,-0.034,
1984,6,0.025,,-0.019,-0.004,-0.034,
1984,7,0.053,,-0.019,-0.004,-0.033,
1984,8,0.026,,-0.018,-0.004,-0.033,
1984,9,0.050,,-0.018,-0.004,-0.033,
1984,10,-0.033,,-0.018,-0.004,-0.033,
1984,11,0.053,,-0.018,-0.004,-0.033,
1984,12,0.021,,-0.018,-0.003,-0.033,
1985,1,-0.022,,-0.018,-0.003,-0.032,
1985,2,-0.051,,-0.018,-0.003,-0.032,
1985,3,-0.058,,-0.018,-0.003,-0.032,
1985,4,-0.003,,-0.017,-0.003,-0.032,
1985,5,-0.061,,-0.017,-0.003,-0.032,
1985,6,0.010,,-0.017,-0.003,-0.031,
1985,7,-0.029,,-0.017,-0.003,-0.031,
1985,8,-0.050,,-0.017,-0.003,-0.031,
1985,9,-0.015,,-0.017,-0.003,-0.031,
1985,10,-0.042,,-0.017,-0.003,-0.031,
1985,11,-0.017,,-0.017,-0.002,-0.031,
1985,12,-0.030,,-0.016,-0.002,-0.030,
1986,1,0.003,,-0.016,-0.002,-0.030,
1986,2,0.056,,-0.016,-0.002,-0.030,
1986,3,0.015,,-0.016,-0.002,-0.030,
1986,4,0.009,,-0.016,-0.002,-0.030,
1986,5,-0.018,,-0.016,-0.002,-0.030,
1986,6,-0.036,,-0.016,-0.002,-0.029,
1986,7,-0.005,,-0.015,-0.002,-0.029,
1986,8,-0.014,,-0.015,-0.002,-0.029,
1986,9,-0.037,,-0.015,-0.002,-0.029,
1986,10,0.022,,-0.015,-0.002,-0.029,
1986,11,0.004,,-0.015,-0.001,-0.029,
1986,12,0.040,,-0.015,-0.001,-0.028,
1987,1,-0.028,,-0.015,-0.001,-0.028,
1987,2,0.050,,-0.015,-0.001,-0.028,
1987,3,0.018,,-0.014,-0.001,-0.028,
1987,4,-0.006,,-0.014,-0.001,-0.028,
1987,5,0.073,,-0.014,-0.001,-0.027,
1987,6,-0.021,,-0.014,-0.001,-0.027,
1987,7,0.007,,-0.014,-0.001,-0.027,
1987,8,0.029,,-0.014,-0.001,-0.027,
1987,9,-0.015,,-0.014,-0.001,-0.027,
1987,10,0.013,,-0.014,-0.000,-0.027,
1987,11,0.019,,-0.013,-0.000,-0.026,
1987,12,0.018,,-0.013,-0.000,-0.026,
1988,1,-0.053,,-0.013,-0.000,-0.026,
1988,2,-0.030,,-0.013,-0.000,-0.026,
1988,3,-0.015,,-0.013,0.000,-0.026,
1988,4,0.021,,-0.013,0.000,-0.026,
1988,5,-0.055,,-0.013,0.000,-0.025,
1988,6,-0.058,,-0.012,0.000,-0.025,
1988,7,-0.023,,-0.012,0.000,-0.025,
1988,8,-0.026,,-0.012,0.001,-0.025,
1988,9,-0.061,,-0.012,0.001,-0.025,
1988,10,-0.057,,-0.012,0.001,-0.025,
1988,11,-0.090,,-0.012,0.001,-0.024,
1988,12,-0.088,,-0.012,0.001,-0.024,
1989,1,-0.150,,-0.012,0.001,-0.024,
1989,2,-0.094,,-0.011,0.001,-0.024,
1989,3,-0.052,,-0.011,0.001,-0.024,
1989,4,0.006,,-0.011,0.001,-0.024,
1989,5,-0.000,,-0.011,0.001,-0.023,
1989,6,0.000,,-0.011,0.001,-0.023,
1989,7,-0.042,,-0.011,0.002,-0.023,
1989,8,-0.032,,-0.011,0.002,-0.023,
1989,9,-0.006,,-0.011,0.002,-0.023,
1989,10,-0.024,,-0.010,0.002,-0.023,
1989,11,0.007,,-0.010,0.002,-0.022,
1989,12,-0.027,,-0.010,0.002,-0.022,
1990,1,-0.038,,-0.010,0.002,-0.022,
1990,2,-0.060,,-0.010,0.002,-0.022,
1990,3,-0.049,,-0.010,0.002,-0.022,
1990,4,0.039,,-0.010,0.002,-0.022,
1990,5,-0.003,,-0.009,0.003,-0.022,
1990,6,-0.024,,-0.009,0.003,-0.021,
1990,7,0.007,,-0.009,0.003,-0.021,
1990,8,0.004,,-0.009,0.003,-0.021,
1990,9,-0.012,,-0.009,0.003,-0.021,
1990,10,-0.006,,-0.009,0.003,-0.021,
1990,11,-0.002,,-0.009,0.003,-0.021,
1990,12,-0.021,,-0.009,0.003,-0.020,
1991,1,-0.025,,-0.008,0.003,-0.020,
1991,2,0.022,,-0.008,0.004,-0.020,
1991,3,0.025,,-0.008,0.004,-0.020,
1991,4,-0.055,,-0.008,0.004,-0.020,
1991,5,-0.070,,-0.008,0.004,-0.020,
1991,6,-0.027,,-0.008,0.004,-0.019,
1991,7,0.001,,-0.008,0.004,-0.019,
1991,8,-0.014,,-0.008,0.004,-0.019,
1991,9,0.001,,-0.007,0.004,-0.019,
1991,10,0.034,,-0.007,0.004,-0.019,
1991,11,0.004,,-0.007,0.004,-0.019,
1991,12,0.058,,-0.007,0.005,-0.019,
1992,1,0.058,,-0.007,0.005,-0.018,
1992,2,0.150,,-0.007,0.005,-0.018,
1992,3,0.174,,-0.007,0.005,-0.018,
1992,4,0.091,,-0.006,0.005,-0.018,
1992,5,0.091,,-0.006,0.005,-0.018,
1992,6,0.043,,-0.006,0.005,-0.018,
1992,7,0.025,,-0.006,0.005,-0.017,
1992,8,0.001,,-0.006,0.005,-0.017,
1992,9,0.016,,-0.006,0.006,-0.017,
1992,10,0.052,,-0.006,0.006,-0.017,
1992,11,0.010,,-0.006,0.006,-0.017,
1992,12,0.046,,-0.005,0.006,-0.017,
1993,1,0.110,,-0.005,0.006,-0.017,
1993,2,0.111,,-0.005,0.006,-0.016,
1993,3,0.034,,-0.005,0.006,-0.016,
1993,4,-0.022,,-0.005,0.006,-0.016,
1993,5,0.046,,-0.005,0.006,-0.016,
1993,6,0.031,,-0.005,0.007,-0.016,
1993,7,0.032,,-0.004,0.007,-0.016,
1993,8,0.008,,-0.004,0.007,-0.016,
1993,9,-0.003,,-0.004,0.007,-0.015,
1993,10,0.025,,-0.004,0.007,-0.015,
1993,11,0.022,,-0.004,0.007,-0.015,
1993,12,-0.000,,-0.004,0.007,-0.015,
1994,1,0.005,,-0.004,0.007,-0.015,
1994,2,0.009,,-0.004,0.008,-0.015,
1994,3,0.002,,-0.003,0.008,-0.015,
1994,4,-0.036,,-0.003,0.008,-0.014,
1994,5,-0.019,,-0.003,0.008,-0.014,
1994,6,-0.039,,-0.003,0.008,-0.014,
1994,7,-0.015,,-0.003,0.008,-0.014,
1994,8,-0.033,,-0.003,0.008,-0.014,
1994,9,-0.042,,-0.003,0.008,-0.014,
1994,10,-0.001,,-0.003,0.008,-0.014,
1994,11,-0.033,,-0.002,0.009,-0.013,
1994,12,0.013,,-0.002,0.009,-0.013,
1995,1,0.098,,-0.002,0.009,-0.013,
1995,2,0.039,,-0.002,0.009,-0.013,
1995,3,0.092,,-0.002,0.009,-0.013,
1995,4,-0.023,,-0.002,0.009,-0.013,
1995,5,-0.012,,-0.002,0.009,-0.013,
1995,6,-0.033,,-0.001,0.009,-0.012,
1995,7,-0.017,,-0.001,0.010,-0.012,
1995,8,0.019,,-0.001,0.010,-0.012,
1995,9,-0.014,,-0.001,0.010,-0.012,
1995,10,-0.006,,-0.001,0.010,-0.012,
1995,11,-0.040,,-0.001,0.010,-0.012,
1995,12,-0.018,,-0.001,0.010,-0.012,
1996,1,-0.054,,-0.001,0.010,-0.011,
1996,2,0.041,,-0.000,0.010,-0.011,
1996,3,0.007,,-0.000,0.011,-0.011,
1996,4,-0.028,,-0.000,0.011,-0.011,
1996,5,-0.008,,-0.000,0.011,-0.011,
1996,6,-0.043,,0.000,0.011,-0.011,
1996,7,-0.010,,0.000,0.011,-0.011,
1996,8,-0.030,,0.000,0.011,-0.011,
1996,9,-0.023,,0.000,0.011,-0.010,
1996,10,-0.040,,0.001,0.012,-0.010,
1996,11,-0.056,,0.001,0.012,-0.010,
1996,12,-0.006,,0.001,0.012,-0.010,
1997,1,0.011,,0.001,0.012,-0.010,
1997,2,-0.083,,0.001,0.012,-0.010,
1997,3,-0.027,,0.001,0.012,-0.010,
1997,4,-0.046,,0.001,0.012,-0.010,
1997,5,0.027,,0.002,0.012,-0.009,
1997,6,0.050,,0.002,0.013,-0.009,
1997,7,0.026,,0.002,0.013,-0.009,
1997,8,0.071,,0.002,0.013,-0.009,
1997,9,0.052,,0.002,0.013,-0.009,
1997,10,0.114,,0.002,0.013,-0.009,
1997,11,0.201,,0.002,0.013,-0.009,
1997,12,0.175,,0.002,0.013,-0.009,
1998,1,0.151,,0.003,0.014,-0.008,
1998,2,0.138,,0.003,0.014,-0.008,
1998,3,0.067,,0.003,0.014,-0.008,
1998,4,0.026,,0.003,0.014,-0.008,
1998,5,0.038,,0.003,0.014,-0.008,
1998,6,0.035,,0.003,0.014,-0.008,
1998,7,0.006,,0.003,0.014,-0.008,
1998,8,0.024,,0.003,0.015,-0.008,
1998,9,0.022,,0.004,0.015,-0.007,
1998,10,-0.053,,0.004,0.015,-0.007,
1998,11,-0.048,,0.004,0.015,-0.007,
1998,12,-0.132,,0.004,0.015,-0.007,
1999,1,-0.073,,0.004,0.015,-0.007,
1999,2,-0.112,,0.004,0.015,-0.007,
1999,3,-0.037,,0.004,0.016,-0.007,
1999,4,-0.037,,0.005,0.016,-0.007,
1999,5,-0.051,,0.005,0.016,-0.007,
1999,6,-0.028,,0.005,0.016,-0.006,
1999,7,-0.027,,0.005,0.016,-0.006,
1999,8,-0.065,,0.005,0.016,-0.006,
1999,9,-0.048,,0.005,0.016,-0.006,
1999,10,-0.072,,0.005,0.017,-0.006,
1999,11,-0.074,,0.005,0.017,-0.006,
1999,12,-0.121,,0.006,0.017,-0.006,
2000,1,-0.082,,0.006,0.017,-0.006,
2000,2,0.007,,0.006,0.017,-0.005,
2000,3,-0.047,,0.006,0.017,-0.005,
2000,4,-0.023,,0.006,0.017,-0.005,
2000,5,-0.021,,0.006,0.018,-0.005,
2000,6,0.031,,0.006,0.018,-0.005,
2000,7,-0.025,,0.007,0.018,-0.005,
2000,8,-0.034,,0.007,0.018,-0.005,
2000,9,-0.020,,0.007,0.018,-0.005,
2000,10,-0.018,,0.007,0.018,-0.005,
2000,11,-0.074,,0.007,0.019,-0.004,
2000,12,-0.077,,0.007,0.019,-0.004,
2001,1,-0.042,,0.007,0.019,-0.004,
2001,2,-0.039,,0.007,0.019,-0.004,
2001,3,0.008,,0.008,0.019,-0.004,
2001,4,-0.053,,0.008,0.019,-0.004,
2001,5,0.024,,0.008,0.019,-0.004,
2001,6,-0.014,,0.008,0.020,-0.004,
2001,7,-0.017,,0.008,0.020,-0.004,
2001,8,-0.045,,0.008,0.020,-0.004,
2001,9,-0.026,,0.008,0.020,-0.003,
2001,10,-0.032,,0.008,0.020,-0.003,
2001,11,-0.005,,0.009,0.020,-0.003,
2001,12,-0.054,,0.009,0.021,-0.003,
2002,1,-0.073,,0.009,0.021,-0.003,
2002,2,-0.068,,0.009,0.021,-0.003,
2002,3,-0.033,,0.009,0.021,-0.003,
2002,4,-0.021,,0.009,0.021,-0.003,
2002,5,-0.043,,0.009,0.021,-0.003,
2002,6,-0.031,,0.010,0.022,-0.002,
2002,7,-0.003,,0.010,0.022,-0.002,
2002,8,-0.007,,0.010,0.022,-0.002,
2002,9,0.009,,0.010,0.022,-0.002,
2002,10,0.003,,0.010,0.022,-0.002,
2002,11,0.052,,0.010,0.022,-0.002,
2002,12,0.090,,0.010,0.022,-0.002,
2003,1,0.011,,0.010,0.023,-0.002,
2003,2,0.053,,0.011,0.023,-0.002,
2003,3,-0.062,,0.011,0.023,-0.002,
2003,4,0.009,,0.011,0.023,-0.001,
2003,5,-0.023,,0.011,0.023,-0.001,
2003,6,-0.002,,0.011,0.023,-0.001,
2003,7,-0.029,,0.011,0.024,-0.001,
2003,8,0.019,,0.011,0.024,-0.001,
2003,9,0.002,,0.011,0.024,-0.001,
2003,10,0.017,,0.012,0.024,-0.001,
2003,11,-0.004,,0.012,0.024,-0.001,
2003,12,0.034,,0.012,0.024,-0.001,
2004,1,0.009,,0.012,0.025,-0.001,
2004,2,-0.019,,0.012,0.025,-0.001,
2004,3,0.014,,0.012,0.025,-0.000,
2004,4,-0.017,,0.012,0.025,-0.000,
2004,5,-0.000,,0.013,0.025,-0.000,
2004,6,-0.003,,0.013,0.025,-0.000,
2004,7,-0.009,,0.013,0.026,-0.000,
2004,8,-0.008,,0.013,0.026,0.000,
2004,9,0.025,,0.013,0.026,0.000,
2004,10,0.018,,0.013,0.026,0.000,
2004,11,0.025,,0.013,0.026,0.000,
2004,12,0.060,,0.013,0.026,0.000,
2005,1,0.102,,0.014,0.027,0.001,
2005,2,0.092,,0.014,0.027,0.001,
2005,3,0.055,,0.014,0.027,0.001,
2005,4,0.025,,0.014,0.027,0.001,
2005,5,0.042,,0.014,0.027,0.001,
2005,6,-0.012,,0.014,0.027,0.001,
2005,7,0.020,,0.014,0.028,0.001,
2005,8,0.028,,0.014,0.028,0.001,
2005,9,-0.019,,0.015,0.028,0.001,
2005,10,-0.025,,0.015,0.028,0.001,
2005,11,-0.035,,0.015,0.028,0.001,
2005,12,-0.007,,0.015,0.029,0.002,
2006,1,-0.059,,0.015,0.029,0.002,
2006,2,-0.045,,0.015,0.029,0.002,
2006,3,0.004,,0.015,0.029,0.002,
2006,4,0.098,,0.016,0.029,0.002,
2006,5,0.051,,0.016,0.029,0.002,
2006,6,0.012,,0.016,0.030,0.002,
2006,7,0.038,,0.016,0.030,0.002,
2006,8,0.043,,0.016,0.030,0.002,
2006,9,0.021,,0.016,0.030,0.002,
2006,10,0.049,,0.016,0.030,0.002,
2006,11,0.012,,0.016,0.030,0.002,
2006,12,-0.014,,0.017,0.031,0.003,
2007,1,-0.037,,0.017,0.031,0.003,
2007,2,-0.050,,0.017,0.031,0.003,
2007,3,-0.080,,0.017,0.031,0.003,
2007,4,-0.042,,0.017,0.031,0.003,
2007,5,-0.030,,0.017,0.031,0.003,
2007,6,-0.023,,0.017,0.032,0.003,
2007,7,-0.002,,0.018,0.032,0.003,
2007,8,0.008,,0.018,0.032,0.003,
2007,9,-0.015,,0.018,0.032,0.003,
2007,10,-0.055,,0.018,0.032,0.003,
2007,11,-0.033,,0.018,0.033,0.004,
2007,12,-0.069,,0.018,0.033,0.004,
2008,1,0.010,,0.018,0.033,0.004,
2008,2,-0.028,,0.018,0.033,0.004,
2008,3,-0.096,,0.019,0.033,0.004,
2008,4,-0.050,,0.019,0.033,0.004,
2008,5,-0.005,,0.019,0.034,0.004,
2008,6,0.004,,0.019,0.034,0.004,
2008,7,0.049,,0.019,0.034,0.004,
2008,8,0.061,,0.019,0.034,0.004,
2008,9,0.037,,0.019,0.034,0.004,
2008,10,-0.028,,0.019,0.034,0.004,
2008,11,-0.015,,0.020,0.035,0.005,
2008,12,-0.020,,0.020,0.035,0.005,
2009,1,-0.077,,0.020,0.035,0.005,
2009,2,-0.004,,0.020,0.035,0.005,
2009,3,-0.032,,0.020,0.035,0.005,
2009,4,-0.047,,0.020,0.036,0.005,
2009,5,-0.002,,0.020,0.036,0.005,
2009,6,0.063,,0.021,0.036,0.005,
2009,7,0.004,,0.021,0.036,0.005,
2009,8,0.014,,0.021,0.036,0.005,
2009,9,-0.002,,0.021,0.036,0.005,
2009,10,0.050,,0.021,0.037,0.005,
2009,11,-0.002,,0.021,0.037,0.006,
2009,12,0.090,,0.021,0.037,0.006,
2010,1,0.126,,0.021,0.037,0.006,
2010,2,0.095,,0.022,0.037,0.006,
2010,3,0.009,,0.022,0.038,0.006,
2010,4,0.077,,0.022,0.038,0.006,
2010,5,-0.053,,0.022,0.038,0.006,
2010,6,-0.041,,0.022,0.038,0.006,
2010,7,-0.017,,0.022,0.038,0.006,
2010,8,-0.023,,0.022,0.038,0.006,
2010,9,-0.048,,0.022,0.039,0.006,
2010,10,-0.042,,0.023,0.039,0.006,
2010,11,-0.041,,0.023,0.039,0.006,
2010,12,0.010,,0.023,0.039,0.007,
2011,1,-0.037,,0.023,0.039,0.007,
2011,2,-0.023,,0.023,0.040,0.007,
2011,3,0.001,,0.023,0.040,0.007,
2011,4,0.009,,0.023,0.040,0.007,
2011,5,0.013,,0.024,0.040,0.007,
2011,6,0.032,,0.024,0.040,0.007,
2011,7,0.029,,0.024,0.040,0.007,
2011,8,-0.010,,0.024,0.041,0.007,
2011,9,-0.011,,0.024,0.041,0.007,
2011,10,-0.013,,0.024,0.041,0.007,
2011,11,-0.022,,0.024,0.041,0.007,
2011,12,-0.045,,0.024,0.041,0.007,
2012,1,-0.047,,0.025,0.042,0.008,
2012,2,-0.058,,0.025,0.042,0.008,
2012,3,-0.022,,0.025,0.042,0.008,
2012,4,0.010,,0.025,0.042,0.008,
2012,5,-0.007,,0.025,0.042,0.008,
2012,6,0.023,,0.025,0.043,0.008,
2012,7,0.000,,0.025,0.043,0.008,
2012,8,0.026,,0.025,0.043,0.008,
2012,9,0.001,,0.026,0.043,0.008,
2012,10,0.025,,0.026,0.043,0.008,
2012,11,0.026,,0.026,0.043,0.008,
2012,12,0.046,,0.026,0.044,0.008,
2013,1,-0.066,,0.026,0.044,0.008,
2013,2,-0.078,,0.026,0.044,0.009,
2013,3,-0.039,,0.026,0.044,0.009,
2013,4,0.005,,0.027,0.044,0.009,
2013,5,-0.003,,0.027,0.045,0.009,
2013,6,0.017,,0.027,0.045,0.009,
2013,7,0.024,,0.027,0.045,0.009,
2013,8,-0.009,,0.027,0.045,0.009,
2013,9,0.002,,0.027,0.045,0.009,
2013,10,0.016,,0.027,0.045,0.009,
2013,11,0.017,,0.027,0.046,0.009,
2013,12,-0.003,,0.028,0.046,0.009,
2014,1,0.022,,0.028,0.046,0.009,
2014,2,-0.014,,0.028,0.046,0.009,
2014,3,0.043,,0.028,0.046,0.010,
2014,4,0.074,,0.028,0.047,0.010,
2014,5,0.065,,0.028,0.047,0.010,
2014,6,0.077,,0.028,0.047,0.010,
2014,7,0.087,,0.028,0.047,0.010,
2014,8,0.067,,0.029,0.047,0.010,
2014,9,0.105,,0.029,0.048,0.010,
2014,10,0.134,,0.029,0.048,0.010,
2014,11,0.069,,0.029,0.048,0.010,
2014,12,0.156,,0.029,0.048,0.010,
2015,1,0.076,,0.029,0.048,0.010,
2015,2,0.076,,0.029,0.048,0.010,
2015,3,0.063,,0.030,0.049,0.010,
2015,4,0.061,,0.030,0.049,0.010,
2015,5,0.100,,0.030,0.049,0.011,
2015,6,0.100,,0.030,0.049,0.011,
2015,7,0.123,,0.030,0.049,0.011,
2015,8,0.079,,0.030,0.050,0.011,
2015,9,0.160,,0.030,0.050,0.011,
2015,10,0.169,,0.030,0.050,0.011,
2015,11,0.103,,0.031,0.050,0.011,
2015,12,0.110,,0.031,0.050,0.011,
2016,1,0.084,,0.031,0.051,0.011,
2016,2,0.041,,0.031,0.051,0.011,
2016,3,0.082,,0.031,0.051,0.011,
2016,4,0.020,,0.031,0.051,0.011,
2016,5,0.058,,0.031,0.051,0.011,
2016,6,0.042,,0.032,0.052,0.012,
2016,7,0.024,,0.032,0.052,0.012,
2016,8,0.057,,0.032,0.052,0.012,
2016,9,0.034,,0.032,0.052,0.012,
2016,10,0.038,,0.032,0.052,0.012,
2016,11,0.048,,0.032,0.052,0.012,
2016,12,0.021,,0.032,0.053,0.012,
2017,1,0.088,,0.032,0.053,0.012,
2017,2,0.104,,0.033,0.053,0.012,
2017,3,0.035,,0.033,0.053,0.012,
2017,4,0.046,,0.033,0.053,0.012,
2017,5,0.062,,0.033,0.054,0.012,
2017,6,0.067,,0.033,0.054,0.012,
2017,7,0.046,,0.033,0.054,0.012,
2017,8,0.080,,0.033,0.054,0.013,
2017,9,0.068,,0.033,0.054,0.013,
2017,10,0.024,,0.034,0.055,0.013,
2017,11,0.045,,0.034,0.055,0.013,
2017,12,0.028,,0.034,0.055,0.013,
2018,1,0.025,,0.034,0.055,0.013,
2018,2,0.004,,0.034,0.055,0.013,
2018,3,0.062,,0.034,0.055,0.013,
2018,4,0.024,,0.034,0.056,0.013,
2018,5,0.055,,0.035,0.056,0.013,
2018,6,0.045,,0.035,0.056,0.013,
2018,7,0.042,,0.035,0.056,0.013,
2018,8,0.051,,0.035,0.056,0.013,
2018,9,0.030,,0.035,0.057,0.013,
2018,10,0.104,,0.035,0.057,0.014,
2018,11,0.113,,0.035,0.057,0.014,
2018,12,0.078,,0.035,0.057,0.014,
2019,1,0.101,,0.036,0.057,0.014,
2019,2,0.096,,0.036,0.058,0.014,
2019,3,0.089,,0.036,0.058,0.014,
2019,4,0.091,,0.036,0.058,0.014,
2019,5,0.104,,0.036,0.058,0.014,
2019,6,0.086,,0.036,0.058,0.014,
2019,7,0.037,,0.036,0.059,0.014,
2019,8,0.032,,0.036,0.059,0.014,
2019,9,0.051,,0.037,0.059,0.014,
2019,10,0.019,,0.037,0.059,0.014,
2019,11,0.115,,0.037,0.059,0.014,
